
Nombre Apellido Departamento Salario
ANDRES MARULANDA Gestion_operaciones 6322744
ANDRES VANEGAS Tecnologia 2642656
ANDRES VIRGUEZ Tecnologia 1406237
ANDRES GONZALEZ Tecnologia 4949866
ANDRES MARRUGO Marketing 4610532
ANDRES GALVIS Marketing 2095352
ANDRES PORTILLA Finanzas 3864809
ANDRES GOMEZ Finanzas 4728537
ANDRES RENDON Gestion_Humana 1520958
ANDRES BOLA�OS Tecnologia 4474808
ANDRES GALLARDO Gestion_operaciones 2719749
ANDRES ARRIETA Gestion_operaciones 5393756
ANDRES VEGA Marketing 4095583
ANDRES CONGIU Tecnologia 4457270
ANDRES BAENA Gestion_Humana 6910103
MAURICIO NARANJO Gestion_operaciones 2298108
MAURICIO SANTA Gestion_operaciones 4827086
MAURICIO GONZALEZ Gestion_Humana 3176426
MAURICIO CUADROS Marketing 3197348
MAURICIO MONCADA Gestion_operaciones 5790770
MAURICIO SUESCUN Finanzas 1958424
MAURICIO RAMIREZ Tecnologia 1540871
MAURICIO NOVA Marketing 5652814
MAURICIO MEJ�A Finanzas 5578538
MAURICIO DUQUE Gestion_Humana 2497376
MAURICIO HIGUITA Gestion_Humana 3148669
MAURICIO MOLANO Marketing 6507338
MAURICIO AGUIRRE Marketing 2961506
MAURICIO PE�A Gestion_operaciones 5166651
MAURICIO WILCHES Marketing 1162905
MAURICIO PEREZ Marketing 2051001
MAURICIO GUERRA Gestion_Humana 6924340
MAURICIO PEREZ Finanzas 6135103
MAURICIO BETANCUR Tecnologia 5211094
MAURICIO BETANCUR Gestion_operaciones 3911278
MAURICIO SALAZAR Marketing 3167370
MAURICIO RODRIGUEZ Gestion_Humana 6712669
MAURICIO CARANGUAY Gestion_operaciones 5203906
MAURICIO CASTRO Finanzas 6278752
MAURICIO TOBAR Gestion_operaciones 6899606
MAURICIO HURTADO Tecnologia 3336801
MAURICIO ALVAREZ Gestion_operaciones 6824825
MAURICIO MARULANDA Marketing 2532696
MAURICIO VANEGAS Marketing 5488249
MAURICIO VIRGUEZ Gestion_operaciones 2014368
MAURICIO GONZALEZ Gestion_Humana 3090840
MAURICIO MARRUGO Gestion_Humana 5964381
MAURICIO GALVIS Tecnologia 3700476
MAURICIO PORTILLA Finanzas 4570230
MAURICIO GOMEZ Gestion_operaciones 6997472
MAURICIO RENDON Tecnologia 3734393
MAURICIO BOLA�OS Tecnologia 1617957
MAURICIO GALLARDO Finanzas 5835758
MAURICIO ARRIETA Gestion_operaciones 5727234
MAURICIO VEGA Tecnologia 3658296
MAURICIO CONGIU Marketing 1566450
MAURICIO BAENA Finanzas 6869762
ANDR�S NARANJO Gestion_Humana 6048916
ANDR�S SANTA Finanzas 4653733
ANDR�S GONZALEZ Gestion_Humana 5960075
ANDR�S CUADROS Marketing 6194964
ANDR�S MONCADA Marketing 1575143
ANDR�S SUESCUN Marketing 1593976
ANDR�S RAMIREZ Tecnologia 5725729
ANDR�S NOVA Tecnologia 3430132
ANDR�S MEJ�A Marketing 5352558
ANDR�S DUQUE Marketing 1410281
ANDR�S HIGUITA Gestion_Humana 3461702
ANDR�S MOLANO Gestion_Humana 3267634
ANDR�S AGUIRRE Finanzas 2985528
ANDR�S PE�A Marketing 6383913
ANDR�S WILCHES Tecnologia 2002244
ANDR�S PEREZ Marketing 3738294
ANDR�S GUERRA Gestion_Humana 1826179
ANDR�S PEREZ Finanzas 6588101
ANDR�S BETANCUR Finanzas 2607793
ANDR�S BETANCUR Gestion_Humana 3757924
ANDR�S SALAZAR Gestion_Humana 3274834
ANDR�S RODRIGUEZ Tecnologia 1503174
ANDR�S CARANGUAY Gestion_operaciones 3817692
ANDR�S CASTRO Gestion_Humana 2661659
ANDR�S TOBAR Marketing 5706978
ANDR�S HURTADO Marketing 2604819
ANDR�S ALVAREZ Finanzas 2923299
ANDR�S MARULANDA Gestion_operaciones 6676940
ANDR�S VANEGAS Gestion_operaciones 2089350
ANDR�S VIRGUEZ Tecnologia 4019863
ANDR�S GONZALEZ Gestion_Humana 2669040
ANDR�S MARRUGO Tecnologia 1627485
ANDR�S GALVIS Gestion_operaciones 2817500
ANDR�S PORTILLA Gestion_Humana 5752514
ANDR�S GOMEZ Tecnologia 6583665
ANDR�S RENDON Gestion_Humana 4744138
ANDR�S BOLA�OS Gestion_Humana 2561172
ANDR�S GALLARDO Gestion_operaciones 3190888
ANDR�S ARRIETA Gestion_Humana 2645251
ANDR�S VEGA Gestion_operaciones 6493967
ANDR�S CONGIU Finanzas 6889717
ANDR�S BAENA Gestion_Humana 3277320
CAMILA NARANJO Tecnologia 2346305
CAMILA SANTA Marketing 1562291
CAMILA GONZALEZ Marketing 5823210
CAMILA CUADROS Gestion_operaciones 5958945
CAMILA MONCADA Tecnologia 4012551
CAMILA SUESCUN Gestion_Humana 5551192
CAMILA RAMIREZ Finanzas 3922536
CAMILA NOVA Gestion_Humana 3931269
CAMILA MEJ�A Gestion_Humana 6810501
CAMILA DUQUE Gestion_operaciones 6476602
CAMILA HIGUITA Tecnologia 3356056
CAMILA MOLANO Gestion_operaciones 1719304
CAMILA AGUIRRE Gestion_Humana 5850994
CAMILA PE�A Gestion_operaciones 4668264
CAMILA WILCHES Tecnologia 3423900
CAMILA PEREZ Finanzas 3512396
CAMILA GUERRA Tecnologia 1893256
CAMILA PEREZ Finanzas 5379341
CAMILA BETANCUR Gestion_Humana 1847949
CAMILA BETANCUR Gestion_Humana 1164588
CAMILA SALAZAR Tecnologia 1207004
CAMILA RODRIGUEZ Tecnologia 6846053
CAMILA CARANGUAY Finanzas 2111850
CAMILA CASTRO Finanzas 3923565
CAMILA TOBAR Gestion_operaciones 3068352
CAMILA HURTADO Tecnologia 3223357
CAMILA ALVAREZ Gestion_Humana 2367727
CAMILA MARULANDA Marketing 2778513
CAMILA VANEGAS Tecnologia 1203628
CAMILA VIRGUEZ Finanzas 2851977
CAMILA GONZALEZ Tecnologia 2361368
CAMILA MARRUGO Finanzas 6012760
CAMILA GALVIS Finanzas 6779452
CAMILA PORTILLA Marketing 6904734
CAMILA GOMEZ Marketing 3391489
CAMILA RENDON Gestion_operaciones 4479632
CAMILA BOLA�OS Gestion_operaciones 5576092
CAMILA GALLARDO Tecnologia 4515026
CAMILA ARRIETA Gestion_operaciones 2436954
CAMILA VEGA Gestion_Humana 1757672
CAMILA CONGIU Gestion_Humana 3921935
CAMILA BAENA Gestion_Humana 3534820
DAVID NARANJO Finanzas 3123384
DAVID SANTA Gestion_Humana 4942732
DAVID GONZALEZ Marketing 5587336
DAVID CUADROS Tecnologia 5542607
DAVID MONCADA Finanzas 4414086
DAVID SUESCUN Finanzas 5636457
DAVID RAMIREZ Tecnologia 3936124
DAVID NOVA Finanzas 5023762
DAVID MEJ�A Marketing 6069964
DAVID DUQUE Finanzas 6708327
DAVID HIGUITA Marketing 6579972
DAVID MOLANO Marketing 3799963
DAVID AGUIRRE Gestion_operaciones 3791275
DAVID PE�A Finanzas 2357693
DAVID WILCHES Gestion_Humana 2428158
DAVID PEREZ Marketing 2935179
DAVID GUERRA Marketing 3276370
DAVID PEREZ Marketing 1229714
DAVID BETANCUR Finanzas 3487890
DAVID BETANCUR Marketing 3694384
DAVID SALAZAR Tecnologia 6666208
DAVID RODRIGUEZ Finanzas 1590750
DAVID CARANGUAY Tecnologia 4255576
DAVID CASTRO Tecnologia 3731413
DAVID TOBAR Gestion_Humana 3071841
DAVID HURTADO Marketing 4651126
DAVID ALVAREZ Marketing 6833546
DAVID MARULANDA Tecnologia 1901847
DAVID VANEGAS Gestion_operaciones 3992754
DAVID VIRGUEZ Marketing 4339503
DAVID GONZALEZ Gestion_operaciones 4291396
DAVID MARRUGO Finanzas 3367775
DAVID GALVIS Tecnologia 3627726
DAVID PORTILLA Finanzas 4225914
DAVID GOMEZ Tecnologia 5181034
DAVID RENDON Marketing 5575626
DAVID BOLA�OS Marketing 1824907
DAVID GALLARDO Finanzas 4614050
DAVID ARRIETA Finanzas 5061241
DAVID VEGA Tecnologia 6089957
DAVID CONGIU Gestion_operaciones 3675858
DAVID BAENA Marketing 2345897
SANTIAGO NARANJO Gestion_operaciones 6963152
SANTIAGO SANTA Finanzas 4492420
SANTIAGO GONZALEZ Gestion_Humana 2741358
SANTIAGO CUADROS Marketing 6956246
SANTIAGO MONCADA Tecnologia 4350589
SANTIAGO SUESCUN Gestion_operaciones 5078917
SANTIAGO RAMIREZ Finanzas 4464344
SANTIAGO NOVA Finanzas 4589159
SANTIAGO MEJ�A Marketing 4261060
SANTIAGO DUQUE Finanzas 4910488
SANTIAGO HIGUITA Finanzas 6595469
SANTIAGO MOLANO Tecnologia 3549025
SANTIAGO AGUIRRE Finanzas 2416046
SANTIAGO PE�A Gestion_Humana 3342253
SANTIAGO WILCHES Gestion_Humana 4622230
SANTIAGO PEREZ Gestion_operaciones 2077129
SANTIAGO GUERRA Gestion_operaciones 3234832
SANTIAGO PEREZ Tecnologia 4836106
SANTIAGO BETANCUR Tecnologia 3236556
SANTIAGO BETANCUR Marketing 1434928
SANTIAGO SALAZAR Marketing 6896734
SANTIAGO RODRIGUEZ Marketing 5863715
SANTIAGO CARANGUAY Marketing 6936289
SANTIAGO CASTRO Marketing 3934481
SANTIAGO TOBAR Tecnologia 3047967
SANTIAGO HURTADO Finanzas 3244384
SANTIAGO ALVAREZ Finanzas 4440359
SANTIAGO MARULANDA Marketing 5132035
SANTIAGO VANEGAS Gestion_Humana 6921631
SANTIAGO VIRGUEZ Gestion_Humana 2177136
SANTIAGO GONZALEZ Marketing 4176932
SANTIAGO MARRUGO Gestion_operaciones 5637585
SANTIAGO GALVIS Gestion_Humana 3951696
SANTIAGO PORTILLA Gestion_Humana 2501582
SANTIAGO GOMEZ Tecnologia 4810995
SANTIAGO RENDON Gestion_Humana 2401661
SANTIAGO BOLA�OS Gestion_operaciones 6842997
SANTIAGO GALLARDO Marketing 2987377
SANTIAGO ARRIETA Tecnologia 4372277
SANTIAGO VEGA Finanzas 3308049
SANTIAGO CONGIU Gestion_Humana 1230644
SANTIAGO BAENA Finanzas 2551137
DYLAN NARANJO Gestion_operaciones 3420437
DYLAN SANTA Gestion_Humana 1944310
DYLAN GONZALEZ Tecnologia 1669058
DYLAN CUADROS Gestion_Humana 4047382
DYLAN MONCADA Gestion_Humana 5863270
DYLAN SUESCUN Tecnologia 3610012
DYLAN RAMIREZ Tecnologia 4648446
DYLAN NOVA Tecnologia 2053501
DYLAN MEJ�A Gestion_operaciones 4621074
DYLAN DUQUE Tecnologia 3921194
DYLAN HIGUITA Finanzas 4716773
DYLAN MOLANO Marketing 4992886
DYLAN AGUIRRE Gestion_operaciones 2205079
DYLAN PE�A Finanzas 5558450
DYLAN WILCHES Tecnologia 3691593
DYLAN PEREZ Marketing 6274494
DYLAN GUERRA Gestion_operaciones 4868971
DYLAN PEREZ Gestion_Humana 1655538
DYLAN BETANCUR Finanzas 6713088
DYLAN BETANCUR Marketing 4466303
DYLAN SALAZAR Marketing 6842349
DYLAN RODRIGUEZ Tecnologia 1462104
DYLAN CARANGUAY Gestion_operaciones 3006177
DYLAN CASTRO Tecnologia 4359005
DYLAN TOBAR Finanzas 5631372
DYLAN HURTADO Gestion_Humana 4317118
DYLAN ALVAREZ Gestion_operaciones 5893835
DYLAN MARULANDA Gestion_operaciones 3038798
DYLAN VANEGAS Marketing 1200033
DYLAN VIRGUEZ Tecnologia 5051025
DYLAN GONZALEZ Tecnologia 2104071
DYLAN MARRUGO Gestion_operaciones 4919798
DYLAN GALVIS Tecnologia 3086296
DYLAN PORTILLA Finanzas 5423305
DYLAN GOMEZ Marketing 6440028
DYLAN RENDON Marketing 3655418
DYLAN BOLA�OS Tecnologia 5710703
DYLAN GALLARDO Marketing 4526970
DYLAN ARRIETA Gestion_operaciones 2539311
DYLAN VEGA Gestion_operaciones 5094529
DYLAN CONGIU Marketing 6741777
DYLAN BAENA Marketing 5563083
ALFONSO NARANJO Gestion_operaciones 3268038
ALFONSO SANTA Tecnologia 5291301
ALFONSO GONZALEZ Marketing 1892565
ALFONSO CUADROS Tecnologia 5260123
ALFONSO MONCADA Gestion_operaciones 5553790
ALFONSO SUESCUN Gestion_Humana 3879721
ALFONSO RAMIREZ Finanzas 6085835
ALFONSO NOVA Marketing 1658777
ALFONSO MEJ�A Gestion_operaciones 5259701
ALFONSO DUQUE Marketing 5620746
ALFONSO HIGUITA Gestion_operaciones 2864826
ALFONSO MOLANO Marketing 6089691
ALFONSO AGUIRRE Marketing 5389235
ALFONSO PE�A Tecnologia 1704157
ALFONSO WILCHES Marketing 2539625
ALFONSO PEREZ Gestion_Humana 5165752
ALFONSO GUERRA Tecnologia 2613729
ALFONSO PEREZ Gestion_operaciones 2054815
ALFONSO BETANCUR Gestion_operaciones 2414636
ALFONSO BETANCUR Gestion_operaciones 1420727
ALFONSO SALAZAR Gestion_operaciones 3617947
ALFONSO RODRIGUEZ Gestion_Humana 6855400
ALFONSO CARANGUAY Finanzas 2943557
ALFONSO CASTRO Finanzas 3440578
ALFONSO TOBAR Gestion_operaciones 5520900
ALFONSO HURTADO Tecnologia 3093609
ALFONSO ALVAREZ Tecnologia 5221765
ALFONSO MARULANDA Gestion_operaciones 4498102
ALFONSO VANEGAS Gestion_Humana 4814300
ALFONSO VIRGUEZ Gestion_Humana 1843827
ALFONSO GONZALEZ Marketing 1236119
ALFONSO MARRUGO Marketing 6692477
ALFONSO GALVIS Gestion_Humana 5302522
ALFONSO PORTILLA Finanzas 3857870
ALFONSO GOMEZ Gestion_operaciones 4154580
ALFONSO RENDON Tecnologia 3451205
ALFONSO BOLA�OS Finanzas 2354141
ALFONSO GALLARDO Finanzas 1322481
ALFONSO ARRIETA Gestion_operaciones 1669316
ALFONSO VEGA Gestion_Humana 5404019
ALFONSO CONGIU Gestion_Humana 6431298
ALFONSO BAENA Gestion_operaciones 5918998
EIDER NARANJO Gestion_operaciones 5293150
EIDER SANTA Gestion_Humana 1373492
EIDER GONZALEZ Tecnologia 3413489
EIDER CUADROS Gestion_operaciones 3996300
EIDER MONCADA Gestion_operaciones 3680793
EIDER SUESCUN Marketing 4515822
EIDER RAMIREZ Finanzas 6910582
EIDER NOVA Gestion_Humana 4124685
EIDER MEJ�A Finanzas 6700522
EIDER DUQUE Gestion_operaciones 1670725
EIDER HIGUITA Tecnologia 5717169
EIDER MOLANO Finanzas 1521500
EIDER AGUIRRE Gestion_Humana 6489797
EIDER PE�A Gestion_Humana 1483894
EIDER WILCHES Finanzas 2424120
EIDER PEREZ Gestion_Humana 2103516
EIDER GUERRA Marketing 4874422
EIDER PEREZ Marketing 5712206
EIDER BETANCUR Gestion_Humana 4577547
EIDER BETANCUR Finanzas 3936797
EIDER SALAZAR Gestion_operaciones 2640021
EIDER RODRIGUEZ Tecnologia 5659952
EIDER CARANGUAY Gestion_Humana 6501751
EIDER CASTRO Gestion_Humana 6080857
EIDER TOBAR Gestion_operaciones 3807747
EIDER HURTADO Marketing 2641271
EIDER ALVAREZ Gestion_Humana 3121223
EIDER MARULANDA Finanzas 3918954
EIDER VANEGAS Marketing 1224182
EIDER VIRGUEZ Tecnologia 6003837
EIDER GONZALEZ Gestion_Humana 3042248
EIDER MARRUGO Gestion_operaciones 4169917
EIDER GALVIS Finanzas 6218089
EIDER PORTILLA Tecnologia 6494674
EIDER GOMEZ Marketing 5244678
EIDER RENDON Finanzas 1742808
EIDER BOLA�OS Marketing 4332031
EIDER GALLARDO Marketing 2625191
EIDER ARRIETA Gestion_Humana 1556378
EIDER VEGA Gestion_Humana 3222911
EIDER CONGIU Finanzas 5239096
EIDER BAENA Marketing 3394219
RA�L NARANJO Gestion_operaciones 6660162
RA�L SANTA Gestion_operaciones 6894351
RA�L GONZALEZ Gestion_Humana 6678396
RA�L CUADROS Gestion_operaciones 5817817
RA�L MONCADA Gestion_Humana 1615942
RA�L SUESCUN Tecnologia 6206153
RA�L RAMIREZ Gestion_Humana 3214461
RA�L NOVA Marketing 5379762
RA�L MEJ�A Gestion_Humana 6673181
RA�L DUQUE Finanzas 5668728
RA�L HIGUITA Finanzas 2113460
RA�L MOLANO Gestion_Humana 1598027
RA�L AGUIRRE Finanzas 1742351
RA�L PE�A Gestion_Humana 3441717
RA�L WILCHES Gestion_operaciones 1388119
RA�L PEREZ Gestion_operaciones 5585205
RA�L GUERRA Finanzas 1462349
RA�L PEREZ Finanzas 2004861
RA�L BETANCUR Tecnologia 3059837
RA�L BETANCUR Gestion_operaciones 6578574
RA�L SALAZAR Gestion_Humana 1486576
RA�L RODRIGUEZ Marketing 6113579
RA�L CARANGUAY Gestion_Humana 5190299
RA�L CASTRO Gestion_operaciones 2571601
RA�L TOBAR Tecnologia 3872901
RA�L HURTADO Gestion_Humana 5558966
RA�L ALVAREZ Tecnologia 4979990
RA�L MARULANDA Tecnologia 1213367
RA�L VANEGAS Tecnologia 4974701
RA�L VIRGUEZ Gestion_operaciones 3010838
RA�L GONZALEZ Gestion_Humana 6506236
RA�L MARRUGO Finanzas 6630910
RA�L GALVIS Finanzas 2135661
RA�L PORTILLA Gestion_operaciones 2967620
RA�L GOMEZ Finanzas 3084050
RA�L RENDON Gestion_Humana 3870550
RA�L BOLA�OS Gestion_operaciones 2650604
RA�L GALLARDO Gestion_Humana 6557007
RA�L ARRIETA Gestion_operaciones 4231996
RA�L VEGA Marketing 2633531
RA�L CONGIU Finanzas 3821951
